Unnamed: 0,CustomerID,Age,Gender,Location,ProductCategory,PurchaseDate,PurchaseAmount,PaymentMethod,Quantity,DiscountPercentage,IsReturned,Rating,IsPromotion,CustomerSegment,ShippingDuration,Region,IngestionTimestamp,Source,Month
9.99,10.99,56.0,Male,Suburb,Clothing,2022-01-01,18.232007125512865,Debit Card,5,0.3003960746698095,False,2,False,New,2.0,South,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,46.0,Female,Rural,Home Appliances,2022-01-02,990.7787880656427,Cash,5,0.3504328486219399,False,3,False,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,42.0,Female,Suburb,Home Appliances,2022-01-03,955.5640552187843,Debit Card,8,0.142602901340207,False,5,False,Returning,5.0,South,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,60.0,Female,Suburb,Electronics,2022-01-04,527.3508333433778,Cash,9,0.3153852100863103,False,4,False,New,4.0,West,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,25.0,Male,Suburb,Clothing,2022-01-10,306.5700211743352,Credit Card,9,0.2278247747199387,False,5,False,Returning,5.0,North,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,38.0,Male,Suburb,Home Appliances,2022-01-10,86.09345452340187,Credit Card,6,0.2410086698884662,False,4,False,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,56.0,Male,City,Home Appliances,2022-01-07,505.6180253897136,Cash,6,0.378888280187579,False,4,False,New,2.0,South,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,36.0,Male,City,Electronics,2022-01-08,796.5703890458412,Cash,9,0.1409591777986258,False,1,False,New,4.0,East,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,40.0,Male,Rural,Electronics,2022-01-09,710.0156124940312,Cash,4,0.1590198058472599,True,2,False,New,1.0,South,2024-05-31 11:52:10.267500,System A,1
9.99,10.99,28.0,Male,City,Home Appliances,2022-01-10,59.72375134933402,Debit Card,6,0.4623208955643183,False,5,False,New,5.0,East,2024-05-31 11:52:10.267500,System A,1
10.0,11.0,28.0,Male,City,Clothing,2022-01-11,82.17281701422448,Credit Card,4,0.0281121474254861,True,4,False,New,5.0,South,2024-05-31 11:52:10.267500,System A,1
11.0,12.0,41.0,Male,Rural,Clothing,2022-01-12,408.84454980631074,Cash,1,0.2428171492066702,False,5,True,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,1
12.0,13.0,53.0,Female,Rural,Electronics,2022-01-13,302.3375891074638,Debit Card,7,0.4564004002039308,False,5,False,Returning,1.0,South,2024-05-31 11:52:10.267500,System A,1
13.0,14.0,57.0,Female,Rural,Electronics,2022-01-14,240.06047982548736,Credit Card,6,0.3051815039090785,False,4,True,Returning,7.0,West,2024-05-31 11:52:10.267500,System A,1
14.0,15.0,41.0,Male,City,Home Appliances,2022-01-15,288.1944539196265,Debit Card,9,0.273203537106066,False,3,False,New,6.0,East,2024-05-31 11:52:10.267500,System A,1
15.0,16.0,20.0,Male,City,Electronics,2022-01-16,805.4479158639158,Credit Card,7,0.1248720896146776,False,2,True,New,3.0,East,2024-05-31 11:52:10.267500,System A,1
16.0,17.0,39.0,Female,Rural,Home Appliances,2022-01-17,929.9357730955354,Debit Card,7,0.1716377445322241,False,2,False,Returning,4.0,West,2024-05-31 11:52:10.267500,System A,1
17.0,18.0,19.0,Male,Suburb,Clothing,2022-01-18,411.0516675822908,Credit Card,2,0.4260242079023464,False,1,False,New,5.0,West,2024-05-31 11:52:10.267500,System A,1
18.0,19.0,41.0,Male,Rural,Clothing,2022-01-19,907.049892111172,Credit Card,9,0.279609065884229,False,1,False,New,2.0,North,2024-05-31 11:52:10.267500,System A,1
19.0,20.0,61.0,Male,Suburb,Home Appliances,2022-01-20,328.2807442354031,Debit Card,9,0.2573710968783899,False,1,False,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,1
20.0,21.0,47.0,Female,Suburb,Electronics,2022-01-21,481.6726164803537,Cash,6,0.0497898567700144,False,2,False,New,6.0,North,2024-05-31 11:52:10.267500,System A,1
21.0,22.0,55.0,Female,Rural,Clothing,2022-01-22,233.7687078378397,Credit Card,3,0.0080140782275615,True,3,False,Returning,3.0,East,2024-05-31 11:52:10.267500,System A,1
22.0,23.0,19.0,Female,Rural,Electronics,2022-01-23,644.0712817540856,Cash,1,0.4818425943435245,True,2,False,New,2.0,East,2024-05-31 11:52:10.267500,System A,1
23.0,24.0,38.0,Female,Rural,Clothing,2022-01-24,979.1913040230608,Debit Card,4,0.1884930836434208,False,2,False,Returning,1.0,North,2024-05-31 11:52:10.267500,System A,1
24.0,25.0,50.0,Female,City,Home Appliances,2022-01-25,607.4581650829449,Cash,3,0.3016065310497521,False,2,False,Returning,6.0,East,2024-05-31 11:52:10.267500,System A,1
25.0,26.0,29.0,Male,Suburb,Home Appliances,2022-01-26,364.2359432724134,Cash,1,0.0398575365936424,False,2,False,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,1
26.0,27.0,39.0,Female,City,Home Appliances,2022-01-27,651.3392715306231,Cash,3,0.3415571428615233,False,3,True,New,6.0,North,2024-05-31 11:52:10.267500,System A,1
27.0,28.0,61.0,Male,City,Clothing,2022-01-28,131.69147168073368,Cash,4,0.4662833543529804,False,1,False,Returning,4.0,South,2024-05-31 11:52:10.267500,System A,1
28.0,29.0,42.0,Male,Rural,Electronics,2022-01-29,889.7724894627446,Cash,8,0.2878326264987098,False,5,False,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,1
29.0,30.0,44.0,Female,City,Electronics,2022-01-30,508.053111272038,Credit Card,9,0.0630576611877052,False,1,True,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,1
30.0,31.0,59.0,Female,Rural,Electronics,2022-01-31,454.8562446192456,Credit Card,3,0.2908607637367383,False,1,False,Returning,6.0,West,2024-05-31 11:52:10.267500,System A,1
31.0,32.0,45.0,Male,Suburb,Clothing,2022-02-01,590.006140568984,Credit Card,6,0.3831736065523262,False,5,False,Returning,3.0,South,2024-05-31 11:52:10.267500,System A,2
32.0,33.0,33.0,Male,Rural,Clothing,2022-02-02,628.5360241615084,Debit Card,5,0.2032082682870093,False,2,False,New,6.0,West,2024-05-31 11:52:10.267500,System A,2
33.0,34.0,32.0,Male,City,Clothing,2022-02-03,81.0580481642479,Cash,6,0.4399188739707339,False,3,True,Returning,1.0,South,2024-05-31 11:52:10.267500,System A,2
34.0,35.0,64.0,Female,City,Clothing,2022-02-04,685.7910490111684,Credit Card,4,0.3243414766786822,False,3,False,Returning,2.0,West,2024-05-31 11:52:10.267500,System A,2
35.0,36.0,61.0,Female,Rural,Clothing,2022-02-05,249.5123635123743,Debit Card,6,0.4496244591446012,False,1,True,New,2.0,South,2024-05-31 11:52:10.267500,System A,2
36.0,37.0,20.0,Female,Rural,Electronics,2022-02-06,716.813106181524,Credit Card,7,0.3117526556236686,False,5,True,New,6.0,North,2024-05-31 11:52:10.267500,System A,2
37.0,38.0,54.0,Female,City,Clothing,2022-02-07,824.3094464403548,Credit Card,9,0.0656439860024121,False,4,False,Returning,6.0,South,2024-05-31 11:52:10.267500,System A,2
38.0,39.0,24.0,Female,Suburb,Clothing,2022-02-08,805.9189224769951,Cash,7,0.1548458555525945,False,2,False,Returning,4.0,South,2024-05-31 11:52:10.267500,System A,2
39.0,40.0,38.0,Male,Suburb,Electronics,2022-02-09,556.9759577338102,Debit Card,6,0.1008974741262284,False,1,False,New,1.0,South,2024-05-31 11:52:10.267500,System A,2
40.0,41.0,26.0,Female,Rural,Clothing,2022-02-10,524.9681933876436,Cash,1,0.4544132488584311,True,3,True,New,4.0,East,2024-05-31 11:52:10.267500,System A,2
41.0,42.0,56.0,Male,Suburb,Electronics,2022-02-11,151.4472017260176,Cash,2,0.3802000336437413,True,5,False,New,3.0,West,2024-05-31 11:52:10.267500,System A,2
42.0,43.0,35.0,Male,City,Electronics,2022-02-12,777.5926888991042,Credit Card,1,0.338199184455003,False,5,True,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,2
43.0,44.0,21.0,Male,Rural,Home Appliances,2022-02-13,278.6952866422472,Cash,9,0.1504831598158108,True,1,False,New,2.0,West,2024-05-31 11:52:10.267500,System A,2
44.0,45.0,42.0,Female,City,Home Appliances,2022-02-14,501.7284685897671,Debit Card,9,0.0920223860251067,False,4,False,Returning,5.0,West,2024-05-31 11:52:10.267500,System A,2
45.0,46.0,31.0,Female,City,Home Appliances,2022-02-15,291.43135199824155,Cash,7,0.3782255439944559,False,3,False,New,5.0,North,2024-05-31 11:52:10.267500,System A,2
46.0,47.0,26.0,Female,Suburb,Home Appliances,2022-02-16,142.49007936969622,Cash,2,0.2370789729395398,False,1,True,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,2
47.0,48.0,43.0,Male,Rural,Clothing,2022-02-17,633.2621199228192,Cash,6,0.1128947760753145,False,4,False,Returning,1.0,South,2024-05-31 11:52:10.267500,System A,2
48.0,49.0,19.0,Male,Rural,Home Appliances,2022-02-18,63.78871447467479,Credit Card,4,0.3083109890826375,False,5,False,New,5.0,East,2024-05-31 11:52:10.267500,System A,2
49.0,50.0,37.0,Male,Suburb,Electronics,2022-02-19,751.158781784938,Debit Card,1,0.0201669260692259,False,2,True,New,1.0,East,2024-05-31 11:52:10.267500,System A,2
50.0,51.0,45.0,Male,City,Clothing,2022-02-20,324.4109273085055,Credit Card,1,0.1630851270641267,False,3,True,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,2
51.0,52.0,64.0,Male,City,Home Appliances,2022-02-21,18.232007125512865,Credit Card,5,0.2342784972955673,False,3,False,New,3.0,West,2024-05-31 11:52:10.267500,System A,2
52.0,53.0,24.0,Male,City,Electronics,2022-02-22,516.0178478448574,Credit Card,2,0.0739791670547029,False,4,False,New,3.0,South,2024-05-31 11:52:10.267500,System A,2
53.0,54.0,61.0,Female,City,Clothing,2022-02-23,56.38338944232709,Credit Card,4,0.4923272387954198,False,1,False,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,2
54.0,55.0,25.0,Female,Rural,Clothing,2022-02-24,283.4078622426905,Credit Card,1,0.1045486822948071,False,5,False,Returning,2.0,South,2024-05-31 11:52:10.267500,System A,2
55.0,56.0,64.0,Female,Rural,Home Appliances,2022-02-25,709.906722581159,Debit Card,4,0.0651765650216327,False,4,False,Returning,7.0,West,2024-05-31 11:52:10.267500,System A,2
56.0,57.0,52.0,Female,Suburb,Clothing,2022-02-26,72.0627254056472,Cash,6,0.1017674369434482,True,2,False,New,1.0,East,2024-05-31 11:52:10.267500,System A,2
57.0,58.0,31.0,Male,Suburb,Electronics,2022-02-27,840.9451074324423,Credit Card,4,0.3845305665798621,False,2,True,New,1.0,East,2024-05-31 11:52:10.267500,System A,2
58.0,59.0,34.0,Male,Rural,Clothing,2022-02-28,18.232007125512865,Credit Card,1,0.2127528296359214,True,2,True,New,7.0,South,2024-05-31 11:52:10.267500,System A,2
59.0,60.0,53.0,Female,Rural,Electronics,2022-03-01,254.3556305098832,Debit Card,7,0.282707969876269,False,4,False,Returning,4.0,North,2024-05-31 11:52:10.267500,System A,3
60.0,61.0,57.0,Male,City,Clothing,2022-03-02,743.4950155905507,Debit Card,2,0.0105045784931803,True,5,False,Returning,4.0,West,2024-05-31 11:52:10.267500,System A,3
61.0,62.0,21.0,Female,City,Home Appliances,2022-03-03,323.1074482320137,Cash,9,0.0172156542866572,False,3,False,Returning,1.0,East,2024-05-31 11:52:10.267500,System A,3
62.0,63.0,19.0,Female,Suburb,Electronics,2022-03-04,110.8734641853534,Debit Card,3,0.222912774913508,False,1,False,New,1.0,South,2024-05-31 11:52:10.267500,System A,3
63.0,64.0,23.0,Female,Rural,Clothing,2022-03-05,366.6315796124236,Cash,8,0.4083276216008117,False,3,False,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,3
64.0,65.0,59.0,Male,Suburb,Clothing,2022-03-06,277.6893535206803,Credit Card,8,0.4426194393537826,False,5,False,New,2.0,North,2024-05-31 11:52:10.267500,System A,3
65.0,66.0,21.0,Female,Rural,Clothing,2022-03-07,844.2847831389494,Credit Card,3,0.0433532837978201,False,3,True,New,7.0,East,2024-05-31 11:52:10.267500,System A,3
66.0,67.0,46.0,Female,City,Electronics,2022-03-08,320.2144384092917,Cash,4,0.2691815510505114,False,4,False,Returning,4.0,East,2024-05-31 11:52:10.267500,System A,3
67.0,68.0,35.0,Female,Suburb,Electronics,2022-03-09,791.0431470582472,Debit Card,2,0.4566148431396352,False,2,False,New,7.0,West,2024-05-31 11:52:10.267500,System A,3
68.0,69.0,43.0,Male,Suburb,Electronics,2022-03-10,892.9534233626274,Cash,4,0.1939863771989431,False,5,True,Returning,7.0,North,2024-05-31 11:52:10.267500,System A,3
69.0,70.0,61.0,Male,Rural,Home Appliances,2022-03-11,439.4792453807642,Debit Card,9,0.4147829157141843,False,5,False,Returning,7.0,West,2024-05-31 11:52:10.267500,System A,3
70.0,71.0,51.0,Female,City,Home Appliances,2022-03-12,910.843712415848,Credit Card,2,0.0668478271997181,False,3,False,Returning,2.0,North,2024-05-31 11:52:10.267500,System A,3
71.0,72.0,27.0,Male,Suburb,Electronics,2022-03-13,383.54487342356094,Debit Card,3,0.4676972448338993,False,4,True,Returning,6.0,North,2024-05-31 11:52:10.267500,System A,3
72.0,73.0,53.0,Male,City,Clothing,2022-03-14,964.4376323252072,Cash,4,0.3757116587656513,True,3,True,Returning,1.0,South,2024-05-31 11:52:10.267500,System A,3
73.0,74.0,31.0,Male,Suburb,Home Appliances,2022-03-15,98.3966292803172,Cash,5,0.4706671963934508,False,3,False,Returning,5.0,East,2024-05-31 11:52:10.267500,System A,3
74.0,75.0,48.0,Male,City,Electronics,2022-03-16,690.1490738382104,Credit Card,1,0.3383086167762532,False,5,False,New,7.0,North,2024-05-31 11:52:10.267500,System A,3
75.0,76.0,32.0,Male,Rural,Clothing,2022-03-17,498.8759000523594,Debit Card,7,0.1817019659997135,False,3,False,Returning,5.0,West,2024-05-31 11:52:10.267500,System A,3
